,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10
2231,MBala Nzola,A,18.0,23.0,4.77,4.77,4.67,15,15,23,1.35,1.35,1.15,7,7,7,1.0,1.0,0.78,1350,1350,1689,90.0,90.0,73.43,193.0,241.0,5.0,2.57,1.0,1.0,0.0,1.0,0.0,0.0,10.0,0.8058,546.0,3.0,3.0,25.63,31.0,0.0,0.0,0.0,5.25,7.5,4.0,4.0,5.5,4.0,6.0,3.5,3.5,7.0,4.5,4.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.5,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,4.5,0.0,0.0,0.0,0.0,4.0,0.0,6.0,4,10
2232,Kvaratskhelia Khvicha,MO,21.0,58.0,6.5,0.0,6.5,12,0,12,1.13,0.0,1.13,6,0,6,0.92,0.0,0.92,876,0,876,73.0,0.0,73.0,146.0,146.0,6.5,3.5,4.5,0.0,0.0,1.0,5.0,9.0,13.0,0.8114,514.0,0.0,6.0,42.74,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,5.0,7.0,7.0,6.5,6.0,6.0,7.0,4.5,5.5,8.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7
2233,Rafael Leão,A,33.0,69.0,5.82,5.63,6.04,14,8,34,1.34,1.27,1.16,6,3,13,0.86,0.75,0.91,1008,541,2577,72.0,67.63,75.79,168.0,198.0,6.0,5.5,2.5,0.0,0.0,1.0,4.0,5.0,13.0,0.7871,515.0,4.0,1.0,43.4,9.0,0.0,0.0,4.75,5.0,6.5,4.0,5.0,4.5,6.0,5.0,6.0,8.0,0.0,5.0,8.0,5.5,8.0,5.0,5.0,8.0,7.0,7.0,6.0,8.0,6.5,6.0,6.0,5.0,5.5,5.0,6.0,4.0,6.5,5.5,5.5,7.0,7.0,7.0,0.0,0.0,0.0,5.5,4,9
2234,Immobile Ciro,A,39.0,75.0,5.64,0.0,5.81,11,0,29,1.57,0.0,1.4,6,0,22,0.91,0.0,0.97,818,0,2393,74.36,0.0,82.52,136.0,109.0,6.0,6.5,5.5,1.0,0.0,0.0,3.0,1.0,6.0,0.7895,337.0,1.0,3.0,33.82,7.0,0.0,0.0,0.0,4.5,0.0,4.5,0.0,0.0,0.0,4.5,8.0,4.0,8.0,6.0,3.5,6.0,6.0,4.5,7.0,0.0,0.0,5.5,6.0,6.0,6.0,9.0,4.5,4.0,0.0,6.5,4.5,0.0,6.0,7.0,4.5,8.0,6.0,6.0,0.0,0.0,4.0,7.0,1,6
2235,Dzeko Edin,A,28.0,38.0,5.6,5.6,5.32,15,15,37,1.47,1.47,1.3,6,6,12,0.67,0.67,0.73,936,936,2445,62.4,62.4,66.08,156.0,204.0,6.0,4.67,3.0,0.0,0.0,0.0,2.0,3.0,9.0,0.7351,405.0,1.0,1.0,47.31,10.0,0.0,0.0,6.0,6.0,7.5,8.0,4.0,4.5,5.5,5.0,8.0,4.0,5.0,4.5,7.0,6.5,4.5,6.0,4.0,0.0,4.5,4.5,4.5,4.0,4.0,6.5,4.5,4.0,5.5,8.5,4.5,5.0,6.0,5.0,6.5,4.5,4.5,4.5,5.0,6.0,0.0,7.0,4,10
2236,Vlahovic Dusan,A,34.0,84.0,5.55,0.0,5.4,10,0,31,1.64,0.0,1.49,6,0,18,1.0,0.0,0.9,853,0,2451,85.3,0.0,79.06,142.0,136.0,5.5,5.67,5.5,1.0,2.0,2.0,1.0,0.0,9.0,0.7163,311.0,1.0,3.0,43.62,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.5,2.5,7.0,4.5,5.0,0.0,6.0,6.5,4.0,7.5,4.0,6.0,4.0,4.0,4.0,6.0,6.5,5.0,7.0,4.5,4.0,7.5,4.0,5.0,6.0,0.0,6.5,3.0,0.0,4.0,7.5,8.0,5.5,0,6
2237,Beto,A,23.0,39.0,5.13,5.13,5.0,15,15,31,1.16,1.16,1.35,6,6,13,0.47,0.47,0.71,687,687,1974,45.8,45.8,63.68,115.0,152.0,5.5,3.83,1.5,0.0,0.0,0.0,0.0,1.0,5.0,0.5736,260.0,1.0,5.0,48.78,11.0,0.0,0.0,4.0,4.75,4.5,4.5,6.0,4.0,5.0,4.0,4.0,6.5,5.0,7.5,4.5,6.5,6.5,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,3.5,4.0,4.5,4.5,4.0,4.5,5.0,3.0,4.0,6.0,0.0,0.0,5.0,5.5,4.0,4,10
2238,Dia Boulaye,A,21.0,27.0,5.11,5.11,4.93,14,14,28,1.46,1.46,1.29,6,6,9,0.71,0.71,0.61,962,962,1614,68.71,68.71,57.64,160.0,179.0,6.0,3.5,3.0,0.0,0.0,0.0,2.0,1.0,5.0,0.7929,353.0,1.0,2.0,37.62,8.0,0.0,0.0,0.0,4.875,3.5,6.0,4.0,6.0,5.0,4.5,6.0,3.0,3.5,5.0,7.0,6.0,8.0,4.0,0.0,0.0,4.0,5.5,4.0,4.5,4.0,0.0,0.0,0.0,4.0,4.5,4.5,6.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,4,10
2239,Dybala Paulo,A,28.0,48.0,6.39,6.5,5.88,9,1,26,1.14,0.0,1.18,5,0,11,0.89,0.0,0.88,603,20,1819,67.0,20.0,69.96,121.0,165.0,6.0,5.6,3.0,1.0,0.0,1.0,2.0,4.0,8.0,0.8362,403.0,4.0,1.0,53.33,4.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,7.0,6.5,0.0,7.0,4.0,8.0,6.0,7.0,5.5,4.0,4.5,7.0,4.0,6.0,4.0,5.0,5.5,6.0,0.0,0.0,0.0,5.0,6.5,6.0,5.0,7.0,7.0,5.5,0.0,0.0,0.0,7.5,1,4
2240,Zaccagni Mattia,MO,24.0,37.0,5.96,0.0,5.83,13,0,35,1.09,0.0,0.98,5,0,9,1.0,0.0,0.91,1026,0,2664,78.92,0.0,76.11,205.0,296.0,6.0,4.8,7.0,0.0,0.0,1.0,3.0,4.0,10.0,0.8282,496.0,6.0,10.0,57.81,19.0,0.0,0.0,0.0,5.5,0.0,0.0,5.0,6.0,7.0,5.0,8.0,7.5,6.0,6.5,6.5,5.5,5.0,5.0,4.5,5.0,6.0,6.0,6.0,4.0,5.0,5.5,5.0,0.0,0.0,5.0,5.0,6.0,8.0,6.5,5.5,6.0,5.0,6.0,6.0,6.5,6.5,7.5,2,8
2241,Barella Nicolò,MO,31.0,41.0,5.73,5.73,5.64,15,15,37,1.05,1.05,1.08,5,5,7,1.0,1.0,1.0,1288,1288,3054,85.87,85.87,82.54,258.0,436.0,5.5,6.2,4.0,0.0,1.0,1.0,5.0,3.0,10.0,0.8355,893.0,5.0,10.0,53.33,17.0,0.0,0.0,4.0,5.625,5.0,6.0,4.5,7.0,6.0,7.0,5.0,5.5,5.5,6.5,4.5,8.0,4.5,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.5,5.0,8.5,5.0,4.5,4.0,4.5,6.0,6.0,5.5,5.0,0.0,4.5,8.5,5.0,4,10
2242,Giroud Olivier,A,20.0,38.0,5.23,5.0,5.29,13,1,34,1.17,0.0,1.14,5,0,12,0.69,1.0,0.76,767,90,2181,59.0,90.0,64.15,153.0,182.0,3.5,4.0,3.5,1.0,0.0,0.0,3.0,6.0,2.0,0.671,299.0,1.0,1.0,59.0,11.0,0.0,0.0,4.5,4.166666666666667,5.0,0.0,3.5,4.0,0.0,4.5,6.0,5.0,7.0,6.0,7.0,4.0,6.5,5.0,4.5,8.0,4.0,4.5,5.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,4.0,4.5,5.0,7.5,5.0,5.0,4.5,7.0,6.0,4.0,0.0,0.0,3,8
2243,Vlasic Nikola,A,18.0,27.0,5.6,5.6,5.35,15,15,27,0.85,0.85,0.76,4,4,5,0.93,0.93,0.63,1280,1280,1568,85.33,85.33,58.07,320.0,314.0,6.0,4.5,2.5,0.0,0.0,0.0,2.0,0.0,11.0,0.7928,649.0,3.0,8.0,38.76,12.0,0.0,0.0,0.0,5.5,5.0,7.0,5.0,5.0,5.5,5.5,4.5,4.5,5.5,5.5,6.0,7.0,7.0,6.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,4.5,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.5,6.5,5.0,0.0,0.0,5.0,4,10
2244,Frattesi Davide,MD,23.0,32.0,5.6,5.6,5.38,15,15,36,1.11,1.11,1.06,4,4,5,1.0,1.0,0.97,1222,1222,2862,81.47,81.47,79.5,306.0,572.0,6.0,5.75,5.0,0.0,0.0,0.0,0.0,1.0,8.0,0.7741,622.0,2.0,13.0,57.75,15.0,0.0,0.0,5.0,4.625,3.5,6.0,4.5,4.5,7.0,6.0,6.0,6.5,6.0,7.0,5.5,5.0,7.0,5.5,4.0,5.0,7.0,5.0,2.5,5.0,5.0,0.0,5.0,7.0,5.0,0.0,5.5,6.0,5.5,5.0,5.5,3.5,6.0,0.0,4.5,6.0,6.0,5.0,4,10
2245,Díaz Brahim,MO,15.0,19.0,5.58,5.61,5.24,13,9,34,1.0,1.05,0.81,4,3,4,0.77,0.78,0.76,662,449,1890,50.92,49.89,55.59,166.0,473.0,7.0,3.75,1.5,0.0,0.0,0.0,1.0,4.0,8.0,0.7645,355.0,1.0,4.0,47.37,11.0,0.0,0.0,5.0,5.25,5.0,5.5,6.0,4.5,7.5,5.5,7.0,4.5,5.0,0.0,5.0,5.0,0.0,5.0,7.0,5.0,0.0,0.0,4.5,5.5,5.0,4.5,6.0,5.0,5.0,0.0,5.5,4.5,4.5,5.0,5.5,4.5,5.0,6.0,5.0,4.0,4.0,5.5,4,9
2246,Gabriel Strefezza Gabriel,MO,17.0,22.0,5.5,5.67,5.5,13,9,13,0.96,0.97,0.96,4,3,4,0.85,0.89,0.85,895,619,895,68.85,68.78,68.85,224.0,224.0,6.5,4.25,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.631,498.0,7.0,6.0,49.64,18.0,0.0,0.0,0.0,5.25,5.5,5.5,4.5,5.5,4.5,5.0,7.0,7.0,6.5,0.0,0.0,4.5,6.5,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9
2247,Koopmeiners Teun,MD,19.0,32.0,5.43,5.43,5.26,15,15,31,1.08,1.08,1.02,4,4,5,0.93,0.93,0.9,1296,1296,2579,86.4,86.4,83.19,324.0,516.0,6.0,4.75,7.0,2.0,0.0,2.0,1.0,2.0,8.0,0.7589,913.0,11.0,13.0,50.44,15.0,0.0,0.0,6.0,4.875,5.0,4.0,4.5,6.0,4.0,4.5,5.0,5.5,6.0,6.0,5.5,8.0,7.0,5.0,5.5,5.5,3.5,6.0,0.0,4.5,3.5,5.5,4.0,5.5,5.0,4.5,0.0,4.5,6.5,0.0,0.0,5.5,6.5,0.0,5.0,0.0,6.0,0.0,4,10
2248,Kean Moise,A,15.0,15.0,5.12,7.0,4.78,13,2,34,1.12,1.41,0.95,4,3,7,0.46,1.0,0.38,486,131,1166,37.38,65.5,34.29,122.0,167.0,6.0,3.75,4.0,0.0,0.0,1.0,0.0,1.0,4.0,0.6985,201.0,4.0,6.0,42.65,9.0,0.0,0.0,0.0,6.333333333333333,8.0,6.0,0.0,5.0,6.5,5.0,5.0,4.5,4.0,4.0,4.5,5.0,4.5,4.5,0.0,3.0,4.5,4.5,4.5,6.0,4.5,4.0,4.0,4.5,6.0,4.5,6.0,4.0,4.5,4.5,4.0,4.5,4.0,4.5,6.0,0.0,0.0,4.0,3,9
2249,Milik Arkadiusz,A,19.0,33.0,5.08,5.25,5.03,12,8,30,1.28,1.13,1.25,4,2,10,0.58,0.75,0.63,708,556,1757,59.0,69.5,58.57,177.0,176.0,5.0,4.75,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8035,298.0,0.0,3.0,43.33,10.0,0.0,0.0,0.0,5.375,7.0,4.5,5.0,5.0,4.0,4.5,5.0,7.0,0.0,2.5,6.0,6.0,4.5,0.0,0.0,6.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,5.0,7.5,3.5,4.5,3.5,6.0,8.0,0.0,5.0,0.0,4.5,0.0,5.0,5.0,4,9
2250,Milinkovic-Savic Sergej,MO,30.0,52.0,6.25,5.0,6.24,14,2,36,1.33,0.71,1.19,3,0,11,0.93,1.0,0.97,1157,168,3102,82.64,84.0,86.17,386.0,282.0,6.5,10.0,8.0,0.0,0.0,0.0,7.0,7.0,10.0,0.7411,1024.0,14.0,13.0,55.56,10.0,0.0,0.0,0.0,4.833333333333333,4.5,5.5,0.0,4.5,6.5,5.0,8.0,8.5,8.0,7.0,5.0,6.0,7.0,5.5,6.5,5.0,7.0,6.5,7.5,6.0,6.0,4.5,8.0,4.0,0.0,7.0,5.5,5.5,5.5,6.5,6.0,7.5,5.0,8.0,7.0,5.0,0.0,7.0,3,9
2251,Rabiot Adrien,MD,19.0,19.0,6.18,6.25,5.68,11,8,30,1.01,1.1,0.97,3,3,3,1.0,1.0,0.9,935,697,2276,85.0,87.13,75.87,312.0,759.0,6.5,6.33,8.5,0.0,0.0,0.0,2.0,1.0,3.0,0.8589,544.0,12.0,10.0,54.9,14.0,0.0,0.0,0.0,6.375,7.5,6.0,6.5,5.5,8.0,6.5,5.0,5.0,0.0,0.0,0.0,7.0,5.5,5.5,0.0,4.0,0.0,5.5,6.0,6.0,6.0,5.0,6.5,6.5,4.0,5.5,7.0,4.5,5.5,6.0,5.0,5.0,0.0,5.0,4.5,0.0,0.0,5.0,4,8
2252,Zielinski Piotr,MO,24.0,31.0,6.1,6.1,5.6,15,15,36,1.02,1.02,0.95,3,3,5,0.73,0.73,0.72,917,917,2190,61.13,61.13,60.83,306.0,438.0,6.0,8.0,4.5,0.0,0.0,0.0,5.0,10.0,10.0,0.846,677.0,8.0,4.0,40.98,4.0,0.0,0.0,5.5,6.25,7.0,6.5,7.0,4.5,5.5,6.5,4.5,5.5,5.5,6.0,6.5,5.5,5.5,8.0,7.5,6.5,5.0,5.0,0.0,4.5,4.5,4.5,5.5,5.0,5.0,4.5,5.0,4.5,5.5,5.0,6.0,0.0,0.0,5.5,5.0,7.0,4.5,6.0,4,10
2253,Bonaventura Giacomo,MO,21.0,21.0,5.88,0.0,5.57,12,0,28,0.91,0.0,1.33,3,0,6,0.92,0.0,0.89,932,0,2051,77.67,0.0,73.25,311.0,342.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,0.8476,608.0,11.0,13.0,57.0,10.0,0.0,0.0,0.0,6.5,0.0,7.0,7.5,5.0,6.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,6.0,6.0,7.0,7.0,3.5,7.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.5,6.0,0.0,3.5,5.0,8.0,3.5,3.5,5.0,6.5,7.5,6.0,3,9
2254,Dimarco Federico,DL,24.0,24.0,5.7,5.7,5.59,15,15,34,0.86,0.86,0.92,3,3,3,0.87,0.87,0.62,1052,1052,1900,70.13,70.13,55.88,351.0,633.0,5.0,8.0,5.0,0.0,1.0,1.0,0.0,5.0,14.0,0.7673,798.0,10.0,10.0,51.72,8.0,0.0,0.0,6.0,6.125,5.5,8.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,4.5,6.5,6.0,5.5,0.0,6.0,7.0,6.0,0.0,7.0,0.0,5.0,6.0,0.0,5.0,3.5,6.0,4.5,5.0,0.0,5.0,6.0,5.0,5.0,5.0,4.5,4,10
2255,Ferguson Lewis,MD,13.0,13.0,5.67,5.81,5.67,9,8,9,1.03,1.0,1.03,3,3,3,0.67,0.75,0.67,512,506,512,56.89,63.25,56.89,171.0,171.0,7.0,4.33,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.7981,308.0,6.0,5.0,46.97,13.0,0.0,0.0,0.0,6.125,7.0,5.0,5.5,7.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8
2256,Smalling Chris,DC,21.0,27.0,5.53,5.53,5.47,15,15,35,1.08,1.08,1.17,3,3,6,0.93,0.93,0.97,1322,1322,3096,88.13,88.13,88.46,441.0,516.0,6.5,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874,751.0,24.0,5.0,63.89,8.0,0.0,0.0,5.5,5.0,5.5,5.0,4.5,5.0,5.0,6.0,6.5,7.0,5.5,5.0,3.0,5.5,6.0,7.5,6.0,0.0,6.5,4.5,0.0,3.5,6.0,7.0,6.0,6.0,5.5,5.5,5.5,0.0,4.5,7.0,5.0,0.0,3.5,4.5,5.0,7.0,7.5,3.0,4,10
2257,Luis Alberto,MO,22.0,28.0,5.5,5.5,5.69,13,1,32,0.84,0.0,1.1,3,0,6,0.38,0.0,0.63,541,32,1837,41.62,32.0,57.41,180.0,306.0,6.0,7.33,3.0,0.0,0.0,1.0,1.0,1.0,4.0,0.8169,483.0,2.0,3.0,29.55,4.0,0.0,0.0,0.0,5.5,5.5,0.0,5.0,6.0,0.0,4.5,6.0,6.5,5.0,6.5,4.5,5.5,7.0,5.0,4.5,0.0,5.0,8.0,6.0,4.5,4.5,6.0,6.5,3.5,0.0,8.0,5.0,0.0,7.0,7.0,5.0,6.0,5.0,5.5,6.5,7.0,0.0,0.0,3,8
2258,Lozano Hirving,A,18.0,27.0,5.5,5.69,5.36,14,8,29,0.83,0.75,0.94,3,3,4,0.57,0.5,0.69,720,398,1643,51.43,49.75,56.66,240.0,411.0,6.0,6.0,4.5,1.0,0.0,0.0,3.0,3.0,9.0,0.7784,369.0,2.0,3.0,54.29,13.0,0.0,0.0,0.0,5.75,6.0,6.5,4.5,6.0,5.0,6.5,6.0,5.0,0.0,4.5,5.0,5.0,4.5,5.5,7.0,0.0,6.0,5.0,7.0,7.0,6.0,4.0,6.0,0.0,5.0,4.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,6.0,5.0,4.0,4,9
2259,Felipe Anderson,MO,21.0,27.0,5.43,5.43,5.45,15,15,38,1.12,1.12,1.17,3,3,6,1.0,1.0,0.87,1226,1226,2883,81.73,81.73,75.87,409.0,481.0,6.5,7.0,9.0,0.0,0.0,0.0,2.0,4.0,12.0,0.8063,727.0,9.0,17.0,44.3,17.0,0.0,0.0,0.0,4.75,3.5,5.0,6.5,4.0,7.0,5.0,5.5,7.0,6.0,4.5,6.0,5.0,7.0,4.5,5.0,8.0,5.5,5.5,5.0,4.0,5.0,6.0,6.0,2.5,0.0,8.0,5.0,7.0,5.0,5.5,5.0,6.5,4.5,6.0,5.0,6.5,4.5,5.0,4,10
2260,Politano Matteo,MO,19.0,28.0,5.43,5.0,5.16,14,3,34,0.73,0.0,0.8,3,0,5,0.5,0.33,0.53,606,121,1528,43.29,40.33,44.94,202.0,306.0,6.0,6.33,2.0,2.0,0.0,0.0,3.0,6.0,7.0,0.7468,445.0,5.0,8.0,53.01,6.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,6.5,5.0,4.5,6.0,6.5,0.0,4.5,4.5,4.0,0.0,3.5,6.0,4.0,6.0,4.5,6.0,0.0,5.0,6.0,5.0,0.0,5.0,5.5,5.0,4.0,5.0,5.0,3,9
2261,Elmas Eljif,MO,17.0,17.0,5.39,5.42,5.39,14,6,36,0.68,0.92,0.75,3,2,5,0.29,0.33,0.31,528,291,1473,37.71,48.5,40.92,176.0,295.0,6.0,5.67,2.0,0.0,0.0,0.0,1.0,1.0,6.0,0.8295,339.0,6.0,3.0,42.55,5.0,0.0,0.0,5.0,5.75,7.0,5.0,6.0,5.0,5.0,4.5,0.0,5.0,5.0,5.5,5.5,6.5,5.0,5.5,5.0,5.5,5.0,5.0,4.5,0.0,5.0,5.0,7.0,5.0,5.5,5.5,6.0,4.5,5.0,5.0,7.0,0.0,7.0,5.0,5.0,6.5,5.0,4.5,4,9
2262,Samardzic Lazar,MO,13.0,13.0,5.39,5.42,5.28,14,13,27,1.0,1.04,0.82,3,3,4,0.29,0.31,0.19,523,509,864,37.36,39.15,32.0,174.0,216.0,6.0,4.33,1.5,0.0,0.0,3.0,1.0,2.0,1.0,0.88,362.0,7.0,5.0,34.25,8.0,0.0,0.0,5.5,5.0,6.5,5.0,3.5,5.0,4.5,6.0,5.0,6.0,5.0,6.5,7.5,5.0,5.0,0.0,5.0,6.0,5.0,5.0,4.5,5.5,6.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,5.0,4,10
2263,Abraham Tammy,A,32.0,51.0,5.27,5.27,5.38,15,15,37,1.02,1.02,1.22,3,3,16,0.8,0.8,0.89,1049,1049,2859,69.93,69.93,77.27,350.0,179.0,6.0,10.67,4.5,0.0,0.0,0.0,1.0,4.0,8.0,0.7436,402.0,1.0,7.0,48.57,15.0,0.0,0.0,4.0,5.125,4.5,6.0,4.5,5.5,4.0,5.5,6.0,4.5,5.0,6.0,3.0,7.0,6.0,6.0,5.5,7.5,5.5,4.0,4.0,4.0,6.0,4.5,4.5,7.5,4.0,6.5,6.0,0.0,6.0,4.5,8.0,4.5,6.5,6.0,4.0,7.5,5.0,0.0,4,10
2264,Rebic Ante,A,9.0,22.0,5.15,5.0,4.88,10,8,25,1.27,1.04,0.9,3,1,4,0.4,0.25,0.16,428,298,801,42.8,37.25,32.04,143.0,200.0,6.0,3.0,0.5,0.0,0.0,0.0,2.0,3.0,3.0,0.5776,227.0,0.0,2.0,43.4,11.0,0.0,0.0,6.0,4.375,4.0,4.5,4.0,5.0,4.5,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,7.5,0.0,4.0,5.0,4.0,5.0,4.5,0.0,5.0,5.0,4.5,4.5,4.0,6.0,5.0,0.0,4.5,5.0,4.5,0.0,0.0,0.0,0.0,0.0,4,8
2265,Carlos Augusto,DL,15.0,15.0,5.04,5.08,5.04,14,13,14,1.47,1.53,1.47,3,3,3,1.0,1.0,1.0,1222,1159,1222,87.29,89.15,87.29,407.0,407.0,7.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,0.8396,878.0,7.0,9.0,57.39,19.0,0.0,0.0,0.0,5.875,8.0,4.5,7.0,4.0,3.0,4.5,7.5,5.0,5.5,4.5,4.5,3.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10
2266,Correa Joaquín,A,13.0,20.0,5.0,4.0,4.84,13,1,29,0.87,0.0,0.86,3,0,5,0.23,0.0,0.34,330,6,979,25.38,6.0,33.76,110.0,196.0,6.0,4.33,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.6567,157.0,0.0,3.0,36.96,4.0,0.0,0.0,0.0,5.166666666666667,4.0,0.0,5.0,6.5,5.0,4.5,0.0,4.5,4.5,4.5,5.5,6.5,4.0,6.0,4.5,7.5,4.5,5.5,4.5,4.5,5.0,4.5,4.0,4.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.0,0.0,0.0,0.0,5.0,3,8
2267,Okereke David,A,11.0,14.0,4.9,4.9,4.73,15,15,31,0.81,0.81,0.88,3,3,5,0.87,0.87,0.77,1155,1155,2077,77.0,77.0,67.0,385.0,415.0,6.0,3.67,2.0,0.0,0.0,2.0,0.0,1.0,6.0,0.6937,438.0,4.0,5.0,42.67,7.0,0.0,0.0,0.0,4.875,4.5,4.5,6.0,4.5,5.0,5.5,4.5,5.5,4.0,4.5,4.5,6.5,4.0,4.0,6.0,0.0,7.0,5.0,4.0,4.0,4.0,4.5,4.0,4.5,0.0,0.0,0.0,0.0,5.0,4.0,4.0,6.5,3.5,4.5,4.0,0.0,0.0,4.5,4,10
2268,Colombo Lorenzo,A,12.0,12.0,4.85,5.4,4.85,13,5,13,0.92,1.24,0.92,3,2,3,0.38,0.6,0.38,468,244,468,36.0,48.8,36.0,156.0,156.0,5.5,4.0,1.0,0.0,0.0,1.0,2.0,2.0,6.0,0.6963,198.0,1.0,2.0,25.23,15.0,0.0,0.0,0.0,5.625,7.0,4.5,6.5,4.5,4.5,0.0,4.5,4.5,0.0,4.5,4.5,5.5,4.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8
2269,Assan Ceesay,A,14.0,23.0,4.83,4.83,4.83,15,15,15,0.88,0.88,0.88,3,3,3,0.67,0.67,0.67,890,890,890,59.33,59.33,59.33,297.0,297.0,6.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5987,347.0,1.0,13.0,52.99,15.0,0.0,0.0,0.0,4.25,4.5,4.5,4.0,4.0,4.0,6.0,5.5,4.5,6.5,5.0,4.5,4.0,4.5,4.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10
2270,Pinamonti Andrea,A,16.0,23.0,4.77,4.77,4.93,15,15,38,0.88,0.88,1.05,3,3,11,0.93,0.93,0.95,1163,1163,3143,77.53,77.53,82.71,388.0,286.0,5.0,5.33,3.0,1.0,0.0,0.0,0.0,3.0,8.0,0.61,426.0,1.0,4.0,31.97,9.0,0.0,0.0,0.0,4.625,4.0,6.0,4.5,4.0,4.5,3.0,4.0,5.5,4.5,5.0,5.0,4.5,6.5,5.5,5.0,0.0,4.5,6.0,3.5,8.0,5.0,5.0,4.0,6.0,3.0,4.5,4.0,4.5,6.5,4.5,6.0,5.0,4.0,4.5,5.5,5.5,5.0,7.0,4,10
